player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Mark Andrews,AndrMa00,receiving,BAL,8,2,39,0,1,36,18,3,1.5,11.6,0,NA,3,37.5,0,47.4,201910200sea
Miles Boykin,BoykMi00,receiving,BAL,2,2,55,0,1,55,27.5,0,0,27.5,0,NA,0,0,0,118.7,201910200sea
Nick Boyle,BoylNi00,receiving,BAL,1,1,20,0,1,-2,-2,22,22,-2,0,NA,0,0,0,118.7,201910200sea
Hayden Hurst,HursHa00,receiving,BAL,2,1,10,0,1,10,10,0,0,5,0,NA,0,0,0,64.6,201910200sea
Mark Ingram,IngrMa01,receiving,BAL,1,1,7,0,0,-1,-1,8,8,-1,0,NA,0,0,0,95.8,201910200sea
Chris Moore,MoorCh00,receiving,BAL,1,1,3,0,NA,-1,-1,4,4,-1,0,NA,0,0,0,79.2,201910200sea
Seth Roberts,RobeSe00,receiving,BAL,4,1,9,0,1,9,9,0,0,9.8,0,NA,0,0,0,39.6,201910200sea
Willie Snead,SneaWi00,receiving,BAL,1,0,0,0,NA,0,NA,0,NA,8,0,NA,0,0,0,39.6,201910200sea
Tyler Lockett,LockTy00,receiving,SEA,7,5,61,1,3,53,10.6,8,1.6,12.1,0,NA,0,0,0,137.5,201910200sea
D.K. Metcalf,MetcDK00,receiving,SEA,9,4,53,0,2,45,11.3,8,2,12,0,NA,1,11.1,0,63.7,201910200sea
Jaron Brown,BrowJa03,receiving,SEA,6,3,60,0,3,54,18,6,2,11.5,0,NA,1,16.7,1,45.8,201910200sea
Chris Carson,CarsCh00,receiving,SEA,5,3,9,0,0,-4,-1.3,13,4.3,2.2,0,NA,0,0,0,64.6,201910200sea
Jacob Hollister,HollJa03,receiving,SEA,6,3,20,0,NA,13,4.3,7,2.3,7.2,0,NA,0,0,0,57.6,201910200sea
David Moore,MoorDa03,receiving,SEA,3,1,14,0,1,6,6,8,8,22.3,1,1,1,33.3,0,49.3,201910200sea
Malik Turner,TurnMa00,receiving,SEA,1,1,24,0,1,10,10,14,14,10,0,NA,0,0,0,118.7,201910200sea
Luke Willson,WillLu00,receiving,SEA,1,0,0,0,NA,0,NA,0,NA,25,0,NA,0,0,0,39.6,201910200sea
