player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Davis Mills,MillDa02,passing,HOU,11,21,87,4,16.7,179,8.5,52,4.7,2.5,35,3.2,0,0.0%,2,10.0%,3,2,4,1,8,32.0%,1,2,202110030buf
Josh Allen,AlleJo02,passing,BUF,20,29,248,12,40,260,9,181,9.1,6.2,67,3.4,0,0.0%,5,17.9%,1,6,2,3,6,19.4%,1,8,202110030buf
Mitchell Trubisky,TrubMi00,passing,BUF,1,1,8,0,0,2,2,2,2,2,6,6,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,8,202110030buf
