player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Davante Adams,AdamDa01,receiving,GNB,7,6,44,1,5,12,2,32,5.3,5.3,0,NA,0,0,0,132.4,202112190rav
Marquez Valdes-Scantling,ValdMa00,receiving,GNB,7,5,98,1,5,71,14.2,27,5.4,22,0,NA,0,0,0,153.3,202112190rav
Josiah Deguara,DeguJo00,receiving,GNB,5,3,16,0,2,-1,-0.3,17,5.7,2,0,NA,1,20,0,65.4,202112190rav
Marcedes Lewis,LewiMa00,receiving,GNB,3,3,40,0,2,7,2.3,33,11,2.3,3,1,0,0,0,118.7,202112190rav
Allen Lazard,LazaAl00,receiving,GNB,4,2,23,0,2,19,9.5,4,2,10.3,0,NA,0,0,0,67.7,202112190rav
Aaron Jones,JoneAa00,receiving,GNB,2,2,12,1,2,9,4.5,3,1.5,4.5,0,NA,0,0,0,131.2,202112190rav
Tyler Davis,DaviTy02,receiving,GNB,1,1,22,0,1,18,18,4,4,18,0,NA,0,0,0,118.7,202112190rav
AJ Dillon,DillAJ00,receiving,GNB,1,1,13,0,1,0,0,13,13,0,1,1,0,0,0,118.7,202112190rav
Juwann Winfree,WinfJu00,receiving,GNB,1,0,0,0,NA,0,NA,0,NA,10,0,NA,0,0,0,39.6,202112190rav
Mark Andrews,AndrMa00,receiving,BAL,13,10,136,2,10,78,7.8,58,5.8,9.9,1,10,0,0,0,149.4,202112190rav
Marquise Brown,BrowMa04,receiving,BAL,14,10,43,0,NA,28,2.8,15,1.5,4.3,0,NA,0,0,0,74.4,202112190rav
Devin Duvernay,DuveDe00,receiving,BAL,3,3,13,0,1,5,1.7,8,2.7,1.7,0,NA,0,0,0,84.7,202112190rav
Devonta Freeman,FreeDe00,receiving,BAL,1,1,2,0,NA,1,1,1,1,1,0,NA,0,0,0,79.2,202112190rav
Latavius Murray,MurrLa00,receiving,BAL,3,1,3,0,0,-1,-1,4,4,-1.7,0,NA,0,0,0,42.4,202112190rav
James Proche,ProcJa00,receiving,BAL,1,1,8,0,1,8,8,0,0,8,0,NA,0,0,0,100,202112190rav
Tylan Wallace,WallTy00,receiving,BAL,2,1,5,0,NA,5,5,0,0,0.5,0,NA,0,0,0,56.2,202112190rav
Rashod Bateman,BateRa00,receiving,BAL,2,1,5,0,NA,5,5,0,0,22,0,NA,0,0,0,56.2,202112190rav
