player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Austin Hooper,HoopAu00,receiving,CLE,11,7,46,1,3,42,6,4,0.6,8.5,0,NA,1,9.1,0,102.8,202101100pit
Jarvis Landry,LandJa00,receiving,CLE,8,5,92,1,4,26,5.2,66,13.2,5,3,1.7,0,0,0,141.7,202101100pit
Nick Chubb,ChubNi00,receiving,CLE,4,4,69,1,2,-1,-0.3,70,17.5,-0.3,1,4,0,0,0,158.3,202101100pit
Rashard Higgins,HiggRa00,receiving,CLE,7,2,28,0,2,22,11,6,3,12.3,0,NA,2,28.6,0,43.7,202101100pit
Kareem Hunt,HuntKa00,receiving,CLE,1,1,13,0,1,-6,-6,19,19,-6,0,NA,0,0,0,118.7,202101100pit
David Njoku,NjokDa00,receiving,CLE,1,1,7,0,NA,3,3,4,4,3,0,NA,0,0,0,95.8,202101100pit
Donovan Peoples-Jones,PeopDo00,receiving,CLE,2,1,8,0,NA,7,7,1,1,8,0,NA,0,0,0,60.4,202101100pit
JuJu Smith-Schuster,SmitJu00,receiving,PIT,19,13,157,1,7,116,8.9,41,3.2,10.2,1,13,0,0,0,111.1,202101100pit
Diontae Johnson,JohnDi01,receiving,PIT,16,11,117,0,8,89,8.1,28,2.5,11.4,0,NA,2,12.5,1,63.8,202101100pit
Eric Ebron,EbroEr00,receiving,PIT,11,7,62,1,5,26,3.7,36,5.1,4.5,0,NA,2,18.2,1,71,202101100pit
Chase Claypool,ClayCh01,receiving,PIT,7,5,59,2,3,46,9.2,13,2.6,10.1,0,NA,0,0,0,136.3,202101100pit
James Conner,ConnJa00,receiving,PIT,5,5,30,0,2,-9,-1.8,39,7.8,-1.8,3,1.7,0,0,0,91.7,202101100pit
James Washington,WashJa00,receiving,PIT,6,5,72,0,4,50,10,22,4.4,12.2,1,5,0,0,0,116.7,202101100pit
Benny Snell Jr.,SnelBe00,receiving,PIT,2,1,4,0,0,0,0,4,4,0.5,0,NA,0,0,1,16.7,202101100pit
Vance McDonald,McDoVa00,receiving,PIT,2,0,0,0,NA,0,NA,0,NA,2,0,NA,0,0,1,0,202101100pit
