player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Patrick Mahomes,MahoPa00,passing,KAN,15,27,256,10,35.7,351,13,143,9.5,5.3,113,7.5,1,4.0%,5,20.0%,1,5,4,6,11,37.9%,1,3,201809090sdg
Philip Rivers,RivePh00,passing,LAC,34,51,424,23,44.2,483,9.5,175,5.1,3.4,249,7.3,5,10.2%,8,16.3%,1,9,6,5,12,23.1%,0,NA,201809090sdg
