player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Evan Engram,EngrEv00,receiving,NYG,8,6,65,0,4,32,5.3,33,5.5,5.6,1,6,0,0,1,58.9,202009200chi
Golden Tate,TateGo00,receiving,NYG,5,5,47,0,2,39,7.8,8,1.6,7.8,0,NA,0,0,0,105.8,202009200chi
Dion Lewis,LewiDi00,receiving,NYG,5,4,36,0,3,11,2.8,25,6.3,1.6,0,NA,1,20,0,96.7,202009200chi
C.J. Board,BoarC.00,receiving,NYG,3,3,32,0,2,23,7.7,9,3,7.7,0,NA,0,0,0,111.1,202009200chi
Darius Slayton,SlayDa01,receiving,NYG,6,3,33,0,3,33,11,0,0,11,0,NA,1,16.7,0,66.7,202009200chi
Kaden Smith,SmitKa00,receiving,NYG,3,2,-1,0,NA,-3,-1.5,2,1,2.3,0,NA,0,0,0,70.1,202009200chi
Sterling Shepard,ShepSt00,receiving,NYG,4,2,29,0,1,26,13,3,1.5,9.5,0,NA,0,0,0,74,202009200chi
Damion Ratley,RatlDa00,receiving,NYG,2,0,0,0,NA,0,NA,0,NA,8.5,0,NA,0,0,0,39.6,202009200chi
Allen Robinson,RobiAl02,receiving,CHI,9,3,33,0,2,33,11,0,0,9.7,0,NA,0,0,2,5.6,202009200chi
David Montgomery,MontDa01,receiving,CHI,3,3,45,1,2,13,4.3,32,10.7,4.3,3,1,0,0,0,158.3,202009200chi
Darnell Mooney,MoonDa00,receiving,CHI,3,3,36,1,2,33,11,3,1,11,0,NA,0,0,0,156.2,202009200chi
Javon Wims,WimsJa00,receiving,CHI,2,2,17,0,2,17,8.5,0,0,8.5,0,NA,0,0,0,102.1,202009200chi
Cordarrelle Patterson,PattCo00,receiving,CHI,2,2,8,0,0,-5,-2.5,13,6.5,-2.5,0,NA,0,0,0,83.3,202009200chi
Ryan Nall,NallRy00,receiving,CHI,1,1,2,0,NA,2,2,0,0,2,0,NA,0,0,0,79.2,202009200chi
Bobby Massie,MassBo00,receiving,CHI,1,1,4,0,1,3,3,1,1,3,0,NA,0,0,0,83.3,202009200chi
Cole Kmet,KmetCo00,receiving,CHI,1,1,12,0,1,12,12,0,0,12,0,NA,0,0,0,116.7,202009200chi
Jimmy Graham,GrahJi00,receiving,CHI,1,1,18,0,1,15,15,3,3,15,0,NA,0,0,0,118.7,202009200chi
Tarik Cohen,CoheTa00,receiving,CHI,1,1,15,0,0,-4,-4,19,19,-4,0,NA,0,0,0,118.7,202009200chi
Anthony Miller,MillAn02,receiving,CHI,3,0,0,0,NA,0,NA,0,NA,12.7,0,NA,1,33.3,0,39.6,202009200chi
Demetrius Harris,HarrDe03,receiving,CHI,1,0,0,0,NA,0,NA,0,NA,28,0,NA,0,0,0,39.6,202009200chi
