player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Dare Ogunbowale,OgunDa00,rushing,JAX,17,57,4,31,1.8,26,1.5,0,NA,202112260nyj
Trevor Lawrence,LawrTr00,rushing,JAX,6,37,2,35,5.8,2,0.3,0,NA,202112260nyj
Tavon Austin,AustTa00,rushing,JAX,3,21,1,20,6.7,1,0.3,0,NA,202112260nyj
James Robinson,RobiJa00,rushing,JAX,3,10,NA,6,2,4,1.3,0,NA,202112260nyj
Nathan Cottrell,CottNa00,rushing,JAX,1,3,NA,0,0,3,3,1,1,202112260nyj
Andrew Wingard,WingAn01,rushing,JAX,1,4,1,3,3,1,1,0,NA,202112260nyj
Michael Carter,CartMi03,rushing,NYJ,16,118,5,83,5.2,35,2.2,2,8,202112260nyj
Tevin Coleman,ColeTe01,rushing,NYJ,14,57,3,25,1.8,32,2.3,4,3.5,202112260nyj
Zach Wilson,WilsZa00,rushing,NYJ,4,91,3,37,9.3,54,13.5,1,4,202112260nyj
Braxton Berrios,BerrBr00,rushing,NYJ,1,3,0,2,2,1,1,0,NA,202112260nyj
Braden Mann,MannBr01,rushing,NYJ,1,4,NA,2,2,2,2,0,NA,202112260nyj
