player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Jamaal Williams,WillJa06,rushing,DET,11,22,2,8,0.7,14,1.3,0,NA,202201020sea
Craig Reynolds,ReynCr00,rushing,DET,4,4,0,2,0.5,2,0.5,0,NA,202201020sea
D'Andre Swift,SwifDA00,rushing,DET,4,32,1,6,1.5,26,6.5,0,NA,202201020sea
Amon-Ra St. Brown,StxxAm00,rushing,DET,2,23,1,-3,-1.5,26,13,2,1,202201020sea
Tim Boyle,BoylTi00,rushing,DET,1,14,1,13,13,1,1,0,NA,202201020sea
Rashaad Penny,PennRa00,rushing,SEA,25,170,9,93,3.7,77,3.1,2,12.5,202201020sea
Travis Homer,HomeTr00,rushing,SEA,6,27,2,8,1.3,19,3.2,1,6,202201020sea
Russell Wilson,WilsRu00,rushing,SEA,6,24,3,5,0.8,19,3.2,0,NA,202201020sea
DeeJay Dallas,DallDe00,rushing,SEA,1,1,NA,0,0,1,1,0,NA,202201020sea
D'Wayne Eskridge,EskrDW00,rushing,SEA,1,30,1,24,24,6,6,0,NA,202201020sea
Tyler Lockett,LockTy00,rushing,SEA,1,7,0,7,7,0,0,0,NA,202201020sea
D.K. Metcalf,MetcDK00,rushing,SEA,1,6,0,4,4,2,2,0,NA,202201020sea
