player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Josh Allen,AlleJo02,passing,BUF,24,37,254,11,28.9,324,8.8,151,6.3,4.1,103,4.3,4,11.4%,3,8.6%,1,15,4,8,13,29.5%,6,5,201909080nyj
Sam Darnold,DarnSa00,passing,NYJ,28,41,175,12,26.7,223,5.4,71,2.5,1.7,104,3.7,1,2.4%,5,12.2%,4,15,3,4,11,24.4%,0,NA,201909080nyj
