player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Josh McCown,McCoJo01,passing,NYJ,17,30,128,8,25,250,8.3,56,3.3,1.9,72,4.2,4,13.3%,4,13.3%,2,16,1,0,3,9.1%,1,3,201812020oti
Marcus Mariota,MariMa01,passing,TEN,20,35,282,11,28.9,364,10.4,169,8.5,4.8,113,5.7,2,6.3%,7,21.9%,3,11,2,0,5,12.2%,3,14.7,201812020oti
