player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
C.J. Anderson,AndeC.00,rushing,LAR,20,167,9,52,2.6,115,5.8,1,20,201812230crd
John Kelly,KellJo00,rushing,LAR,10,40,3,18,1.8,22,2.2,1,10,201812230crd
Brandin Cooks,CookBr00,rushing,LAR,3,27,2,25,8.3,2,0.7,0,NA,201812230crd
Gerald Everett,EverGe00,rushing,LAR,2,16,1,12,6,4,2,1,2,201812230crd
Jared Goff,GoffJa00,rushing,LAR,2,6,1,4,2,2,1,0,NA,201812230crd
Sean Mannion,MannSe00,rushing,LAR,2,-2,NA,-2,-1,0,0,0,NA,201812230crd
Robert Woods,WoodRo02,rushing,LAR,2,15,2,14,7,1,0.5,0,NA,201812230crd
David Johnson,JohnDa08,rushing,ARI,10,35,1,20,2,15,1.5,1,10,201812230crd
Chase Edmonds,EdmoCh00,rushing,ARI,4,20,2,20,5,0,0,0,NA,201812230crd
Josh Rosen,RoseJo01,rushing,ARI,4,49,3,38,9.5,11,2.8,0,NA,201812230crd
