player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Michael Carter,CartMi03,rushing,NYJ,9,19,1,9,1,10,1.1,1,9,202201090buf
Tevin Coleman,ColeTe01,rushing,NYJ,5,6,NA,3,0.6,3,0.6,0,NA,202201090buf
Zach Wilson,WilsZa00,rushing,NYJ,2,24,0,22,11,2,1,0,NA,202201090buf
Ty Johnson,JohnTy02,rushing,NYJ,1,-1,NA,-1,-1,0,0,0,NA,202201090buf
Devin Singletary,SingDe00,rushing,BUF,19,88,4,61,3.2,27,1.4,0,NA,202201090buf
Josh Allen,AlleJo02,rushing,BUF,5,63,3,50,10,13,2.6,0,NA,202201090buf
Zack Moss,MossZa00,rushing,BUF,5,8,NA,1,0.2,7,1.4,0,NA,202201090buf
Mitchell Trubisky,TrubMi00,rushing,BUF,3,-3,0,-3,-1,0,0,0,NA,202201090buf
Isaiah McKenzie,McKeIs00,rushing,BUF,1,10,0,9,9,1,1,0,NA,202201090buf
Dawson Knox,KnoxDa00,rushing,BUF,0,4,0,4,NA,0,NA,0,NA,202201090buf
