player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Drew Lock,LockDr00,passing,DEN,18,25,245,11,42.3,213,8.5,135,7.5,5.4,110,6.1,1,4.0%,5,20.0%,1,5,1,1,3,10.7%,2,4,202201020sdg
Brett Rypien,RypiBr00,passing,DEN,0,2,0,NA,NA,11,5.5,0,NA,0,0,NA,0,0.0%,1,100.0%,0,1,0,0,0,0.0%,0,NA,202201020sdg
Kendall Hinton,HintKe00,passing,DEN,1,1,1,0,0,-5,-5,-5,-5,-5,6,6,0,0.0%,0,0.0%,0,0,0,1,1,100.0%,0,NA,202201020sdg
Justin Herbert,HerbJu00,passing,LAC,22,31,237,13,41.9,187,6,100,4.5,3.2,137,6.2,2,6.7%,3,10.0%,0,8,3,3,6,18.8%,1,2,202201020sdg
