player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Blake Bortles,BortBl00,passing,JAX,26,38,320,13,34.2,150,3.9,60,2.3,1.6,260,10,3,7.9%,3,7.9%,0,2,2,1,3,7.5%,2,4,201811110clt
Logan Cooke,CookLo00,passing,JAX,1,1,4,1,100,-4,-4,-4,-4,-4,8,8,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,201811110clt
Andrew Luck,LuckAn00,passing,IND,21,29,285,11,37.9,237,8.2,170,8.1,5.9,115,5.5,2,6.9%,5,17.2%,0,2,1,1,2,6.9%,0,NA,201811110clt
