player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Marshawn Lynch,LyncMa00,rushing,SEA,12,26,2,0,0,26,2.2,1,12,202001120gnb
Russell Wilson,WilsRu00,rushing,SEA,7,64,5,53,7.6,11,1.6,0,NA,202001120gnb
Travis Homer,HomeTr00,rushing,SEA,3,13,1,4,1.3,9,3,0,NA,202001120gnb
David Moore,MoorDa03,rushing,SEA,1,6,NA,5,5,1,1,0,NA,202001120gnb
Luke Willson,WillLu00,rushing,SEA,1,1,NA,0,0,1,1,0,NA,202001120gnb
Aaron Jones,JoneAa00,rushing,GNB,21,62,4,31,1.5,31,1.5,2,10.5,202001120gnb
Aaron Rodgers,RodgAa00,rushing,GNB,5,14,2,13,2.6,1,0.2,0,NA,202001120gnb
Tyler Ervin,ErviTy00,rushing,GNB,2,25,1,7,3.5,18,9,2,1,202001120gnb
Allen Lazard,LazaAl00,rushing,GNB,1,5,NA,2,2,3,3,0,NA,202001120gnb
Jamaal Williams,WillJa06,rushing,GNB,1,3,NA,0,0,3,3,0,NA,202001120gnb
