player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Kareem Hunt,HuntKa00,rushing,KAN,10,80,3,52,5.2,28,2.8,0,NA,201810140nwe
Patrick Mahomes,MahoPa00,rushing,KAN,2,9,1,5,2.5,4,2,0,NA,201810140nwe
Spencer Ware,WareSp00,rushing,KAN,2,5,NA,3,1.5,2,1,0,NA,201810140nwe
Tyreek Hill,HillTy00,rushing,KAN,1,0,0,-6,-6,6,6,0,NA,201810140nwe
Sammy Watkins,WatkSa00,rushing,KAN,1,-1,0,-3,-3,2,2,0,NA,201810140nwe
Damien Williams,WillDa05,rushing,KAN,1,1,NA,1,1,0,0,0,NA,201810140nwe
Sony Michel,MichSo00,rushing,NWE,24,106,9,70,2.9,36,1.5,0,NA,201810140nwe
James White,WhitJa02,rushing,NWE,6,39,3,20,3.3,19,3.2,0,NA,201810140nwe
Kenjon Barner,BarnKe00,rushing,NWE,3,16,1,6,2,10,3.3,1,3,201810140nwe
Tom Brady,BradTo00,rushing,NWE,3,2,1,-9,-3,11,3.7,0,NA,201810140nwe
Julian Edelman,EdelJu00,rushing,NWE,1,7,0,7,7,0,0,0,NA,201810140nwe
Cordarrelle Patterson,PattCo00,rushing,NWE,1,3,1,2,2,1,1,0,NA,201810140nwe
