player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Gardner Minshew II,MinsGa00,passing,PHI,20,25,242,13,48.1,134,5.4,93,4.7,3.7,149,7.5,0,0.0%,0,0.0%,2,5,2,2,6,21.4%,1,9,202112050nyj
Zach Wilson,WilsZa00,passing,NYJ,23,38,226,15,37.5,314,8.3,114,5,3,112,4.9,4,11.1%,8,22.2%,2,3,6,2,10,25.0%,0,NA,202112050nyj
