player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Keenan Allen,AlleKe00,receiving,LAC,5,5,48,0,1,24,4.8,24,4.8,4.8,0,NA,0,0,0,106.7,201909290mia
Austin Ekeler,EkelAu00,receiving,LAC,5,5,62,1,3,6,1.2,56,11.2,1.2,0,NA,0,0,0,157.9,201909290mia
Dontrelle Inman,InmaDo00,receiving,LAC,7,5,76,0,5,56,11.2,20,4,11.3,0,NA,1,14.3,0,106.8,201909290mia
Geremy Davis,DaviGe00,receiving,LAC,2,2,25,0,NA,23,11.5,2,1,11.5,0,NA,0,0,0,118.7,201909290mia
Troymaine Pope,PopeTr00,receiving,LAC,2,2,14,1,1,3,1.5,11,5.5,1.5,0,NA,0,0,0,135.4,201909290mia
Andre Patton,PattAn00,receiving,LAC,4,2,22,0,2,12,6,10,5,12.3,0,NA,0,0,0,66.7,201909290mia
Lance Kendricks,KendLa00,receiving,LAC,3,2,37,0,2,30,15,7,3.5,11,0,NA,0,0,0,109,201909290mia
Sean Culkin,CulkSe00,receiving,LAC,1,1,12,0,1,12,12,0,0,12,0,NA,0,0,0,116.7,201909290mia
Derek Watt,WattDe00,receiving,LAC,1,1,21,0,1,0,0,21,21,0,0,NA,0,0,0,118.7,201909290mia
Preston Williams,WillPr01,receiving,MIA,7,4,46,0,2,13,3.3,33,8.3,9.7,0,NA,1,14.3,1,37.5,201909290mia
DeVante Parker,ParkDe01,receiving,MIA,4,4,70,1,3,54,13.5,16,4,13.5,0,NA,0,0,0,158.3,201909290mia
Kenyan Drake,DrakKe00,receiving,MIA,5,3,29,0,1,-13,-4.3,42,14,-0.6,0,NA,0,0,0,76.2,201909290mia
Isaiah Ford,FordIs00,receiving,MIA,3,2,9,0,1,3,1.5,6,3,2,0,NA,0,0,0,70.1,201909290mia
Mark Walton,WaltMa00,receiving,MIA,2,2,11,0,0,2,1,9,4.5,1,0,NA,0,0,0,89.6,201909290mia
Nick O'Leary,OLeaNi00,receiving,MIA,1,1,9,0,NA,7,7,2,2,7,0,NA,0,0,0,104.2,201909290mia
Jakeem Grant,GranJa00,receiving,MIA,1,1,6,0,1,-3,-3,9,9,-3,0,NA,0,0,0,91.7,201909290mia
Kalen Ballage,BallKa00,receiving,MIA,1,0,0,0,NA,0,NA,0,NA,3,0,NA,1,100,0,39.6,201909290mia
