player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Eric Ebron,EbroEr00,receiving,IND,11,5,33,0,1,12,2.4,21,4.2,8.3,0,NA,1,9.1,0,52.5,201809230phi
T.Y. Hilton,HiltT.00,receiving,IND,10,5,50,0,1,43,8.6,7,1.4,7.5,0,NA,0,0,0,64.6,201809230phi
Nyheim Hines,HineNy00,receiving,IND,5,5,25,0,3,-6,-1.2,31,6.2,-1.2,0,NA,0,0,0,87.5,201809230phi
Ryan Grant,GranRy01,receiving,IND,5,3,35,1,3,28,9.3,7,2.3,17.6,0,NA,0,0,0,120.8,201809230phi
Chester Rogers,RogeCh02,receiving,IND,4,2,14,0,1,11,5.5,3,1.5,5.8,0,NA,0,0,0,58.3,201809230phi
Jordan Wilkins,WilkJo01,receiving,IND,2,2,1,0,0,-4,-2,5,2.5,-2,0,NA,0,0,0,79.2,201809230phi
Ryan Kelly,KellRy00,receiving,IND,1,1,-4,0,NA,-3,-3,-1,-1,-3,0,NA,0,0,0,79.2,201809230phi
Zach Pascal,PascZa00,receiving,IND,2,1,3,0,NA,-2,-2,5,5,1,0,NA,0,0,0,56.2,201809230phi
Erik Swoope,SwooEr00,receiving,IND,1,1,7,0,NA,7,7,0,0,7,0,NA,0,0,0,95.8,201809230phi
Dallas Goedert,GoedDa00,receiving,PHI,7,7,73,1,3,57,8.1,16,2.3,8.1,0,NA,0,0,0,149.7,201809230phi
Zach Ertz,ErtzZa00,receiving,PHI,10,5,73,0,4,50,10,23,4.6,8.4,0,NA,1,10,1,34.6,201809230phi
Nelson Agholor,AghoNe00,receiving,PHI,5,4,24,0,3,8,2,16,4,8.8,0,NA,0,0,0,86.7,201809230phi
Corey Clement,ClemCo00,receiving,PHI,4,3,19,0,0,5,1.7,14,4.7,5.8,0,NA,0,0,0,84.4,201809230phi
Wendell Smallwood,SmalWe00,receiving,PHI,5,3,35,0,1,21,7,14,4.7,4.6,0,NA,0,0,0,81.2,201809230phi
Jordan Matthews,MattJo00,receiving,PHI,2,2,21,0,NA,17,8.5,4,2,8.5,0,NA,0,0,0,110.4,201809230phi
Joshua Perkins,PerkJo02,receiving,PHI,4,1,10,0,1,5,5,5,5,10,0,NA,1,25,0,39.6,201809230phi
