player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Jakobi Meyers,MeyeJa01,receiving,NWE,14,12,169,0,8,135,11.3,34,2.8,13.2,2,6,0,0,0,117,202011090nyj
Damiere Byrd,ByrdDa00,receiving,NWE,9,5,65,0,4,39,7.8,26,5.2,11.8,0,NA,0,0,0,78.5,202011090nyj
James White,WhitJa02,receiving,NWE,5,4,24,0,1,-9,-2.3,33,8.3,-2.6,1,4,0,0,0,86.7,202011090nyj
Rex Burkhead,BurkRe00,receiving,NWE,3,3,11,0,0,6,2,5,1.7,2,0,NA,0,0,0,81.9,202011090nyj
Jakob Johnson,JohnJa12,receiving,NWE,2,2,6,0,NA,1,0.5,5,2.5,0.5,0,NA,0,0,0,79.2,202011090nyj
Gunner Olszewski,OlszGu00,receiving,NWE,1,1,-1,0,0,-4,-4,3,3,-4,1,1,0,0,0,79.2,202011090nyj
Breshad Perriman,PerrBr02,receiving,NYJ,7,5,101,2,5,79,15.8,22,4.4,16.3,0,NA,0,0,0,153.3,202011090nyj
Denzel Mims,MimsDe00,receiving,NYJ,8,4,62,0,3,35,8.8,27,6.8,18.1,2,2,0,0,1,36.5,202011090nyj
Jamison Crowder,CrowJa00,receiving,NYJ,2,2,26,1,1,24,12,2,1,12,0,NA,0,0,0,158.3,202011090nyj
Frank Gore,GoreFr00,receiving,NYJ,2,2,13,0,0,5,2.5,8,4,2.5,0,NA,0,0,0,93.7,202011090nyj
Ryan Griffin,GrifRy00,receiving,NYJ,2,2,28,0,1,13,6.5,15,7.5,6.5,0,NA,0,0,0,118.7,202011090nyj
La'Mical Perine,PeriLa00,receiving,NYJ,2,2,19,0,1,6,3,13,6.5,3,0,NA,0,0,0,106.2,202011090nyj
Braxton Berrios,BerrBr00,receiving,NYJ,1,1,13,0,1,3,3,10,10,3,0,NA,0,0,0,118.7,202011090nyj
