player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Saquon Barkley,BarkSa00,rushing,NYG,13,57,1,23,1.8,34,2.6,1,13,202109160was
Daniel Jones,JoneDa05,rushing,NYG,9,95,4,90,10,5,0.6,1,9,202109160was
Devontae Booker,BookDe00,rushing,NYG,2,9,NA,5,2.5,4,2,0,NA,202109160was
Elijhaa Penny,PennEl00,rushing,NYG,2,5,2,3,1.5,2,1,0,NA,202109160was
C.J. Board,BoarC.00,rushing,NYG,1,6,NA,4,4,2,2,0,NA,202109160was
Sterling Shepard,ShepSt00,rushing,NYG,1,-9,0,-9,-9,0,0,1,1,202109160was
Antonio Gibson,GibsAn00,rushing,WAS,13,69,4,34,2.6,35,2.7,4,3.3,202109160was
Taylor Heinicke,HeinTa00,rushing,WAS,4,6,1,5,1.3,1,0.3,1,4,202109160was
J.D. McKissic,McKiJ.00,rushing,WAS,4,10,3,10,2.5,0,0,0,NA,202109160was
DeAndre Carter,CartDe02,rushing,WAS,1,2,NA,2,2,0,0,0,NA,202109160was
