player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Deshaun Watson,WatsDe00,passing,HOU,33,41,373,17,37,313,7.6,233,7.1,5.7,140,4.2,1,2.6%,3,7.9%,5,7,9,3,17,34.7%,3,5.3,202012200clt
Philip Rivers,RivePh00,passing,IND,22,28,228,10,34.5,182,6.5,125,5.7,4.5,103,4.7,1,3.6%,3,10.7%,1,9,2,2,5,17.2%,0,NA,202012200clt
Jacoby Brissett,BrisJa00,passing,IND,0,1,0,0,0,17,17,0,NA,0,0,NA,0,0.0%,1,100.0%,0,0,0,0,0,0.0%,0,NA,202012200clt
