player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Mason Rudolph,RudoMa00,passing,PIT,23,44,221,10,20.8,439,10,92,4,2.1,129,5.6,2,4.8%,9,21.4%,4,24,5,7,16,32.7%,1,13,201911140cle
Baker Mayfield,MayfBa00,passing,CLE,17,32,193,10,30.3,277,8.7,125,7.4,3.9,68,4,2,6.7%,8,26.7%,1,18,5,2,8,24.2%,0,NA,201911140cle
