player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Taylor Heinicke,HeinTa00,passing,WAS,25,37,268,15,36.6,247,6.7,126,5,3.4,142,5.7,0,0.0%,6,16.7%,4,3,3,3,10,21.3%,6,12.5,202110240gnb
Aaron Rodgers,RodgAa00,passing,GNB,27,35,274,16,42.1,210,6,151,5.6,4.3,123,4.6,1,2.9%,5,14.7%,3,11,2,3,8,20.0%,2,8.5,202110240gnb
