player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Gardner Minshew II,MinsGa00,passing,JAX,30,45,339,20,42.6,393,8.7,243,8.1,5.4,96,3.2,2,4.5%,6,13.6%,2,16,3,3,8,16.0%,3,6.3,202009200oti
Ryan Tannehill,TannRy00,passing,TEN,18,24,239,12,48,191,8,150,8.3,6.3,89,4.9,1,4.5%,1,4.5%,1,5,3,3,7,25.9%,2,7,202009200oti
