player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Gardner Minshew II,MinsGa00,passing,JAX,23,33,213,10,27,212,6.4,102,4.4,3.1,111,4.8,1,3.1%,5,15.6%,4,20,7,3,14,32.6%,6,9.3,201909150htx
Deshaun Watson,WatsDe00,passing,HOU,16,29,159,9,27.3,371,12.8,124,7.8,4.3,35,2.2,1,3.6%,7,25.0%,4,16,4,4,12,35.3%,1,4,201909150htx
