player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Trey Lance,LancTr00,rushing,SFO,16,89,3,50,3.1,39,2.4,0,NA,202110100crd
Elijah Mitchell,MitcEl00,rushing,SFO,9,43,3,9,1,34,3.8,1,9,202110100crd
Kyle Juszczyk,JuszKy00,rushing,SFO,1,0,0,0,0,0,0,0,NA,202110100crd
Deebo Samuel,SamuDe00,rushing,SFO,1,13,1,7,7,6,6,1,1,202110100crd
Trey Sermon,SermTr00,rushing,SFO,1,7,NA,0,0,7,7,1,1,202110100crd
James Conner,ConnJa00,rushing,ARI,10,29,3,8,0.8,21,2.1,0,NA,202110100crd
Kyler Murray,MurrKy00,rushing,ARI,7,1,1,-3,-0.4,4,0.6,0,NA,202110100crd
Chase Edmonds,EdmoCh00,rushing,ARI,6,15,2,5,0.8,10,1.7,0,NA,202110100crd
Rondale Moore,MoorRo02,rushing,ARI,3,38,1,4,1.3,34,11.3,2,1.5,202110100crd
Christian Kirk,KirkCh01,rushing,ARI,1,11,1,9,9,2,2,0,NA,202110100crd
