player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Todd Gurley,GurlTo01,rushing,ATL,16,57,6,25,1.6,32,2,8,2,202010050gnb
Brian Hill,HillBr02,rushing,ATL,4,10,1,6,1.5,4,1,0,NA,202010050gnb
Matt Ryan,RyanMa00,rushing,ATL,2,10,1,10,5,0,0,0,NA,202010050gnb
Ito Smith,SmitIt00,rushing,ATL,2,3,0,3,1.5,0,0,0,NA,202010050gnb
Russell Gage,GageRu00,rushing,ATL,1,-2,0,-2,-2,0,0,0,NA,202010050gnb
Aaron Jones,JoneAa00,rushing,GNB,15,71,4,40,2.7,31,2.1,6,2.5,202010050gnb
Jamaal Williams,WillJa06,rushing,GNB,8,10,0,2,0.3,8,1,0,NA,202010050gnb
Tim Boyle,BoylTi00,rushing,GNB,1,-1,NA,-1,-1,0,0,0,NA,202010050gnb
AJ Dillon,DillAJ00,rushing,GNB,1,3,NA,3,3,0,0,0,NA,202010050gnb
Aaron Rodgers,RodgAa00,rushing,GNB,1,5,0,5,5,0,0,0,NA,202010050gnb
