player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Teddy Bridgewater,BridTe00,passing,NOR,24,36,240,12,30.8,213,5.9,87,3.6,2.4,153,6.4,5,14.7%,5,14.7%,3,5,5,1,9,23.1%,0,NA,201910130jax
Gardner Minshew II,MinsGa00,passing,JAX,14,29,163,9,29,220,7.6,67,4.8,2.3,96,6.9,0,0.0%,7,25.9%,2,13,7,1,10,31.3%,1,2,201910130jax
