player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Carson Wentz,WentCa00,passing,PHI,16,27,160,12,44.4,184,6.8,78,4.9,2.9,82,5.1,0,0.0%,9,33.3%,0,16,3,2,5,17.2%,2,5.5,201909260gnb
Aaron Rodgers,RodgAa00,passing,GNB,34,53,422,19,35.2,374,7.1,211,6.2,4,211,6.2,0,0.0%,8,16.7%,1,8,7,1,9,15.3%,5,9.2,201909260gnb
