player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Matt Ryan,RyanMa00,passing,ATL,19,28,190,10,35.7,199,7.1,96,5.1,3.4,94,4.9,2,7.4%,4,14.8%,0,7,5,7,12,42.9%,0,NA,202112120car
Cam Newton,NewtCa00,passing,CAR,15,23,178,8,33.3,162,7,96,6.4,4.2,82,5.5,1,4.3%,3,13.0%,1,8,3,1,5,18.5%,3,8.7,202112120car
P.J. Walker,WalkPh00,passing,CAR,6,12,75,5,41.7,144,12,56,9.3,4.7,19,3.2,1,8.3%,3,25.0%,0,3,1,2,3,25.0%,0,NA,202112120car
