player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Chase Daniel,DaniCh00,passing,CHI,22,30,231,12,35.3,210,7,135,6.1,4.5,96,4.4,2,6.7%,4,13.3%,4,5,3,2,9,25.7%,1,2,201910060rai
Derek Carr,CarrDe02,passing,OAK,25,32,229,10,31.3,99,3.1,78,3.1,2.4,151,6,2,6.7%,2,6.7%,0,8,6,1,7,21.2%,1,9,201910060rai
