player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Ryan Tannehill,TannRy00,passing,TEN,7,14,88,4,26.7,177,12.6,56,8,4,32,4.6,0,0.0%,3,21.4%,1,13,0,3,4,25.0%,1,3,202001110rav
Derrick Henry,HenrDe00,passing,TEN,1,1,3,1,100,3,3,3,3,3,0,0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,202001110rav
Lamar Jackson,JackLa00,passing,BAL,31,59,365,18,28.6,663,11.2,273,8.8,4.6,92,3,7,13.0%,9,16.7%,4,10,2,3,9,12.7%,8,9.9,202001110rav
