player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Drew Brees,BreeDr00,passing,NOR,22,30,212,12,38.7,201,6.7,146,6.6,4.9,66,3,2,7.1%,3,10.7%,1,15,2,2,5,16.1%,0,NA,201810210rav
Joe Flacco,FlacJo00,passing,BAL,23,39,279,14,35,333,8.5,169,7.3,4.3,110,4.8,2,5.6%,5,13.9%,1,8,6,1,8,20.0%,0,NA,201810210rav
Lamar Jackson,JackLa00,passing,BAL,1,1,5,0,0,4,4,4,4,4,1,1,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,201810210rav
