player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Zach Wilson,WilsZa00,passing,NYJ,20,37,258,10,23.3,360,9.7,156,7.8,4.2,102,5.1,3,8.3%,5,13.9%,6,11,7,3,16,37.2%,0,NA,202109120car
Sam Darnold,DarnSa00,passing,CAR,24,35,279,14,38.9,273,7.8,132,5.5,3.8,147,6.1,1,3.0%,7,21.2%,1,12,5,7,13,36.1%,0,NA,202109120car
