player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Josh Adams,AdamJo03,rushing,PHI,7,53,2,44,6.3,9,1.3,0,NA,201811180nor
Corey Clement,ClemCo00,rushing,PHI,2,11,NA,8,4,3,1.5,0,NA,201811180nor
Wendell Smallwood,SmalWe00,rushing,PHI,1,-4,NA,-4,-4,0,0,0,NA,201811180nor
Golden Tate,TateGo00,rushing,PHI,1,-8,0,-8,-8,0,0,0,NA,201811180nor
Carson Wentz,WentCa00,rushing,PHI,1,6,0,6,6,0,0,0,NA,201811180nor
Mark Ingram,IngrMa01,rushing,NOR,16,103,5,43,2.7,60,3.8,3,5.3,201811180nor
Alvin Kamara,KamaAl00,rushing,NOR,13,71,1,47,3.6,24,1.8,3,4.3,201811180nor
Taysom Hill,HillTa00,rushing,NOR,3,4,0,-2,-0.7,6,2,1,3,201811180nor
Dwayne Washington,WashDw00,rushing,NOR,3,-3,NA,-5,-1.7,2,0.7,0,NA,201811180nor
Teddy Bridgewater,BridTe00,rushing,NOR,1,-1,NA,-1,-1,0,0,0,NA,201811180nor
Zach Line,LineZa01,rushing,NOR,1,-1,NA,-1,-1,0,0,0,NA,201811180nor
