player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Kyler Murray,MurrKy00,passing,ARI,19,34,137,7,19.4,279,8.2,43,2.3,1.3,94,4.9,1,2.9%,10,29.4%,2,11,7,2,11,29.7%,1,7,202201170ram
Matthew Stafford,StafMa00,passing,LAR,13,17,202,10,55.6,178,10.5,110,8.5,6.5,92,7.1,3,17.6%,1,5.9%,1,9,0,1,2,9.5%,3,6.7,202201170ram
Odell Beckham Jr.,BeckOd00,passing,LAR,1,1,40,1,100,26,26,26,26,26,14,14,0,0.0%,0,0.0%,0,1,0,1,1,100.0%,0,NA,202201170ram
