player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Julio Jones,JoneJu02,receiving,ATL,9,8,128,1,7,101,12.6,27,3.4,15,0,NA,0,0,0,155.8,201909220clt
Mohamed Sanu,SanuMo00,receiving,ATL,6,6,75,0,5,61,10.2,14,2.3,10.2,0,NA,0,0,0,118.7,201909220clt
Austin Hooper,HoopAu00,receiving,ATL,7,6,66,2,4,32,5.3,34,5.7,6.9,1,6,0,0,0,145.5,201909220clt
Luke Stocker,StocLu00,receiving,ATL,4,3,12,0,NA,7,2.3,5,1.7,8,0,NA,0,0,1,37.5,201909220clt
Devonta Freeman,FreeDe00,receiving,ATL,4,3,7,0,0,-4,-1.3,11,3.7,-1,0,NA,1,25,0,77.1,201909220clt
Kenjon Barner,BarnKe00,receiving,ATL,1,1,4,0,NA,4,4,0,0,4,0,NA,0,0,0,83.3,201909220clt
Calvin Ridley,RidlCa00,receiving,ATL,1,1,6,0,1,6,6,0,0,6,0,NA,0,0,0,91.7,201909220clt
Justin Hardy,HardJu00,receiving,ATL,1,1,6,0,NA,5,5,1,1,5,0,NA,0,0,0,91.7,201909220clt
T.Y. Hilton,HiltT.00,receiving,IND,10,8,65,1,3,45,5.6,20,2.5,6.2,0,NA,1,10,0,127.1,201909220clt
Jack Doyle,DoylJa00,receiving,IND,4,4,46,0,3,14,3.5,32,8,3.5,0,NA,0,0,0,114.6,201909220clt
Nyheim Hines,HineNy00,receiving,IND,4,3,26,0,2,5,1.7,21,7,1.8,0,NA,0,0,0,91.7,201909220clt
Eric Ebron,EbroEr00,receiving,IND,4,3,47,0,2,28,9.3,19,6.3,11.5,0,NA,0,0,0,113.5,201909220clt
Parris Campbell,CampPa00,receiving,IND,3,3,24,0,1,6,2,18,6,2,2,1.5,0,0,0,100,201909220clt
Marlon Mack,MackMa00,receiving,IND,3,2,14,0,0,3,1.5,11,5.5,0.3,0,NA,0,0,0,77.1,201909220clt
Zach Pascal,PascZa00,receiving,IND,3,2,53,1,2,32,16,21,10.5,11.7,0,NA,0,0,0,149.3,201909220clt
Mo Alie-Cox,AlieMo00,receiving,IND,2,2,25,0,1,4,2,21,10.5,2,0,NA,0,0,0,118.7,201909220clt
Deon Cain,CainDe00,receiving,IND,3,1,10,0,1,6,6,4,4,9.3,0,NA,0,0,0,43.7,201909220clt
