player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Darious Williams,WillDa09,defense,LAR,0,14,7,50.0%,56,8,4,1,84.2,11.4,38,18,0,0,0,0,0,4,0,0.0%,202011230tam
Jordan Fuller,FullJo01,defense,LAR,2,5,5,100.0%,49,9.8,9.8,0,67.9,6.8,34,15,0,0,0,0,0,4,0,0.0%,202011230tam
Jalen Ramsey,RamsJa00,defense,LAR,0,8,3,37.5%,32,10.7,4,0,50,15.4,25,7,0,0,0,0,0,6,0,0.0%,202011230tam
John Johnson,JohnJo10,defense,LAR,0,5,3,60.0%,19,6.3,3.8,0,67.9,11.8,12,7,1,0,0,0,0,6,0,0.0%,202011230tam
Troy Hill,HillTr01,defense,LAR,0,5,3,60.0%,28,9.3,5.6,1,115,6.6,20,8,2,0,0,0,0,6,0,0.0%,202011230tam
Kenny Young,YounKe03,defense,LAR,0,2,2,100.0%,7,3.5,3.5,0,81.2,-1.5,-3,10,0,0,0,0,0,5,0,0.0%,202011230tam
Leonard Floyd,FloyLe00,defense,LAR,0,1,1,100.0%,9,9,9,0,104.2,-5,-5,14,6,0,0,0,0,2,0,0.0%,202011230tam
Micah Kiser,KiseMi00,defense,LAR,0,3,1,33.3%,9,9,3,0,42.4,1.7,5,4,1,0,0,0,0,6,0,0.0%,202011230tam
Nick Scott,ScotNi01,defense,LAR,0,1,1,100.0%,7,7,7,0,95.8,7,7,0,0,0,0,0,0,3,0,0.0%,202011230tam
Morgan Fox,FoxxMo00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,0,0,NA,202011230tam
Samson Ebukam,EbukSa00,defense,LAR,0,1,0,0.0%,NA,NA,0,NA,39.6,-3,NA,NA,2,0,0,1,1,3,0,0.0%,202011230tam
Michael Brockers,BrocMi00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,6,0,0.0%,202011230tam
Terrell Lewis,LewiTe00,defense,LAR,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,1,0,0,NA,202011230tam
Justin Hollins,HollJu00,defense,LAR,0,1,0,0.0%,NA,NA,0,NA,39.6,15,NA,NA,4,0,0,0,0,0,0,NA,202011230tam
Devin White,WhitDe02,defense,TAM,0,8,8,100.0%,60,7.5,7.5,0,97.9,5.6,45,15,9,0,1,0,1,9,2,18.2%,202011230tam
Sean Murphy-Bunting,BuntSe00,defense,TAM,0,11,7,63.6%,91,13,8.3,0,89.6,9.9,47,44,1,0,0,0,0,10,1,9.1%,202011230tam
Lavonte David,DaviLa00,defense,TAM,0,9,7,77.8%,24,3.4,2.7,1,116.2,1.2,9,15,6,0,0,0,0,9,2,18.2%,202011230tam
Carlton Davis,DaviCa02,defense,TAM,0,10,7,70.0%,108,15.4,10.8,0,105.4,5.7,42,66,0,0,0,0,0,5,0,0.0%,202011230tam
Jamel Dean,DeanJa00,defense,TAM,0,2,2,100.0%,13,6.5,6.5,1,133.3,2.5,5,8,1,0,0,0,0,4,0,0.0%,202011230tam
Shaquil Barrett,BarrSh00,defense,TAM,0,1,1,100.0%,12,12,12,0,116.7,6,6,6,12,2,0,0,2,4,0,0.0%,202011230tam
Jason Pierre-Paul,PierJa99,defense,TAM,1,2,1,50.0%,9,9,4.5,0,22.9,3.5,6,3,0,1,0,0,1,6,2,25.0%,202011230tam
Kevin Minter,MintKe00,defense,TAM,0,1,1,100.0%,4,4,4,1,122.9,3,3,1,0,0,0,0,0,0,0,NA,202011230tam
Ndamukong Suh,SuhxNd99,defense,TAM,0,1,1,100.0%,18,18,18,0,118.7,10,10,8,0,0,0,0,0,1,0,0.0%,202011230tam
Ross Cockrell,CockRo00,defense,TAM,0,1,1,100.0%,-3,-3,-3,0,79.2,-3,-3,0,0,0,0,0,0,1,0,0.0%,202011230tam
Mike Edwards,EdwaMi01,defense,TAM,0,1,1,100.0%,4,4,4,0,83.3,2,2,2,0,0,0,0,0,1,0,0.0%,202011230tam
Antoine Winfield Jr.,WinfAn00,defense,TAM,0,1,1,100.0%,37,37,37,0,118.7,12,12,25,4,0,0,0,0,9,2,18.2%,202011230tam
William Gholston,GholWi00,defense,TAM,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,2,0,0.0%,202011230tam
Jordan Whitehead,WhitJo03,defense,TAM,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,7,0,0.0%,202011230tam
Rakeem Nunez-Roches,NuneRa00,defense,TAM,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,1,0,0.0%,202011230tam
