player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Trevon Diggs,DiggTr00,defense,DAL,0,10,8,80.0%,114,14.3,11.4,1,147.5,14.5,99,15,0,0,0,0,0,9,0,0.0%,202009270sea
Jourdan Lewis,LewiJo01,defense,DAL,0,6,4,66.7%,9,2.3,1.5,1,109.7,7.3,4,5,0,0,0,0,0,3,0,0.0%,202009270sea
Joe Thomas,ThomJo04,defense,DAL,0,5,4,80.0%,47,11.8,9.4,0,105.8,6,26,21,3,0,0,0,0,8,1,11.1%,202009270sea
Darian Thompson,ThomDa05,defense,DAL,0,4,3,75.0%,46,15.3,11.5,2,152.1,11.8,46,0,0,0,0,0,0,4,0,0.0%,202009270sea
Daryl Worley,WorlDa00,defense,DAL,0,4,3,75.0%,24,8,6,0,89.6,3.8,11,13,0,0,0,0,0,4,1,20.0%,202009270sea
Xavier Woods,WoodXa00,defense,DAL,0,2,2,100.0%,10,5,5,0,87.5,4,8,2,0,0,0,0,0,5,0,0.0%,202009270sea
Jaylon Smith,SmitJa05,defense,DAL,0,5,2,40.0%,20,10,4,0,52.1,8.8,9,11,5,0,0,0,0,8,1,11.1%,202009270sea
DeMarcus Lawrence,LawrDe00,defense,DAL,0,1,1,100.0%,2,2,2,0,79.2,-5,-5,7,0,1,0,0,1,2,1,33.3%,202009270sea
Aldon Smith,SmitAl04,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3,4,4,1,20.0%,202009270sea
Everson Griffen,GrifEv99,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,1,50.0%,202009270sea
Trysten Hill,HillTr00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,1,0,0.0%,202009270sea
Antwaun Woods,WoodAn02,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,3,0,0.0%,202009270sea
Tyrone Crawford,CrawTy00,defense,DAL,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,0,0.0%,202009270sea
Tre Flowers,FlowTr01,defense,SEA,0,13,10,76.9%,135,13.5,10.4,1,135.1,9.3,106,29,1,0,0,0,0,5,1,16.7%,202009270sea
Shaquill Griffin,GrifSh00,defense,SEA,1,12,9,75.0%,151,16.8,12.6,1,109.7,12.9,98,53,0,0,0,0,0,11,0,0.0%,202009270sea
K.J. Wright,WrigK.00,defense,SEA,0,9,7,77.8%,80,11.4,8.9,1,140.7,1.6,21,59,5,0,0,0,0,9,1,10.0%,202009270sea
Ugo Amadi,AmadUg00,defense,SEA,0,9,6,66.7%,39,6.5,4.3,0,75.7,10.4,16,23,1,0,0,0,0,7,0,0.0%,202009270sea
Ryan Neal,NealRy00,defense,SEA,1,2,2,100.0%,6,3,3,0,39.6,13,0,6,1,0,0,0,0,4,0,0.0%,202009270sea
Quandre Diggs,DiggQu00,defense,SEA,0,2,2,100.0%,48,24,24,0,118.7,20,40,8,0,0,0,0,0,6,0,0.0%,202009270sea
Bobby Wagner,WagnBo00,defense,SEA,0,2,1,50.0%,-5,-5,-2.5,0,56.2,4.5,-3,-2,10,0,2,0,2,9,0,0.0%,202009270sea
L.J. Collier,CollLJ00,defense,SEA,0,1,1,100.0%,8,8,8,0,100,3,3,5,0,0,1,0,1,0,0,NA,202009270sea
Jamal Adams,AdamJa00,defense,SEA,0,2,1,50.0%,10,10,5,0,64.6,2.5,5,5,10,0,1,0,1,2,0,0.0%,202009270sea
Benson Mayowa,MayoBe00,defense,SEA,0,2,0,0.0%,NA,NA,0,NA,39.6,3.5,NA,NA,0,2,2,0,4,1,0,0.0%,202009270sea
Alton Robinson,RobiAl03,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,2,3,1,25.0%,202009270sea
Jarran Reed,ReedJa02,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,2,2,0,0.0%,202009270sea
Shaquem Griffin,GrifSh01,defense,SEA,0,1,0,0.0%,NA,NA,0,NA,39.6,4,NA,NA,8,0,1,0,1,0,0,NA,202009270sea
Damontre Moore,MoorDa01,defense,SEA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,202009270sea
Bryan Mone,MoneBr00,defense,SEA,0,1,0,0.0%,NA,NA,0,NA,39.6,-6,NA,NA,0,0,0,0,0,2,0,0.0%,202009270sea
