player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Saquon Barkley,BarkSa00,rushing,NYG,6,25,1,10,1.7,15,2.5,0,NA,202111220tam
Devontae Booker,BookDe00,rushing,NYG,3,15,2,9,3,6,2,0,NA,202111220tam
Daniel Jones,JoneDa05,rushing,NYG,3,10,0,4,1.3,6,2,0,NA,202111220tam
John Ross,RossJo00,rushing,NYG,1,16,1,13,13,3,3,0,NA,202111220tam
Leonard Fournette,FourLe00,rushing,TAM,10,35,3,16,1.6,19,1.9,0,NA,202111220tam
Ronald Jones II,JoneRo01,rushing,TAM,8,33,4,19,2.4,14,1.8,0,NA,202111220tam
Ke'Shawn Vaughn,VaugKe00,rushing,TAM,3,4,NA,1,0.3,3,1,0,NA,202111220tam
Blaine Gabbert,GabbBl00,rushing,TAM,2,-2,0,-2,-1,0,0,0,NA,202111220tam
Tom Brady,BradTo00,rushing,TAM,1,10,1,10,10,0,0,0,NA,202111220tam
Mike Evans,EvanMi00,rushing,TAM,1,10,1,8,8,2,2,0,NA,202111220tam
Chris Godwin,GodwCh00,rushing,TAM,1,7,1,4,4,3,3,0,NA,202111220tam
Breshad Perriman,PerrBr02,rushing,TAM,1,-3,0,-3,-3,0,0,0,NA,202111220tam
