player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Tim Boyle,BoylTi00,passing,DET,22,37,262,12,32.4,253,6.8,142,6.5,3.8,120,5.5,2,5.4%,7,18.9%,0,8,1,6,7,18.4%,1,14,202201020sea
Russell Wilson,WilsRu00,passing,SEA,20,29,236,13,43.3,217,7.5,115,5.8,4,121,6.1,3,10.7%,4,14.3%,1,15,4,2,7,21.9%,2,9.5,202201020sea
