player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Aaron Jones,JoneAa00,rushing,GNB,15,58,3,28,1.9,30,2,0,NA,202011050sfo
Tyler Ervin,ErviTy00,rushing,GNB,8,24,2,16,2,8,1,1,8,202011050sfo
John Lovett,LoveJo02,rushing,GNB,3,6,NA,3,1,3,1,0,NA,202011050sfo
Dexter Williams,WillDe07,rushing,GNB,2,8,NA,7,3.5,1,0.5,0,NA,202011050sfo
Tim Boyle,BoylTi00,rushing,GNB,1,-1,NA,-1,-1,0,0,0,NA,202011050sfo
Aaron Rodgers,RodgAa00,rushing,GNB,1,7,1,7,7,0,0,0,NA,202011050sfo
Malik Taylor,TaylMa01,rushing,GNB,1,9,NA,0,0,9,9,0,NA,202011050sfo
Jerick McKinnon,McKiJe00,rushing,SFO,12,52,6,38,3.2,14,1.2,0,NA,202011050sfo
Jamycal Hasty,HastJa02,rushing,SFO,4,3,NA,-2,-0.5,5,1.3,0,NA,202011050sfo
Nick Mullens,MullNi00,rushing,SFO,1,0,0,0,0,0,0,0,NA,202011050sfo
