player_name,pfr_player_id,adv_stat_category,team,def_ints,def_targets,def_completions_allowed,def_completion_pct,def_yards_allowed,def_yards_allowed_per_cmp,def_yards_allowed_per_tgt,def_receiving_td_allowed,def_passer_rating_allowed,def_adot,def_air_yards_completed,def_yards_after_catch,def_times_blitzed,def_times_hurried,def_times_hitqb,def_sacks,def_pressures,def_tackles_combined,def_missed_tackles,def_missed_tackle_pct,pfr_game_id
Rock Ya-Sin,Ya-SRo00,defense,IND,0,6,6,100.0%,52,8.7,8.7,0,102.8,3.8,23,29,0,0,0,0,0,4,1,20.0%,202009130jax
Kenny Moore,MoorKe03,defense,IND,0,4,3,75.0%,19,6.3,4.8,0,84.4,3.8,1,18,1,1,0,0,1,2,0,0.0%,202009130jax
Xavier Rhodes,RhodXa00,defense,IND,0,3,3,100.0%,33,11,11,1,152.1,10.7,32,1,0,0,0,0,0,2,0,0.0%,202009130jax
Darius Leonard,LeonDa00,defense,IND,0,2,2,100.0%,28,14,14,0,118.7,-3.5,-7,35,2,0,0,0,0,10,0,0.0%,202009130jax
Khari Willis,WillKh00,defense,IND,0,1,1,100.0%,2,2,2,0,79.2,-1,-1,3,0,0,0,1,1,3,0,0.0%,202009130jax
Anthony Walker,WalkAn01,defense,IND,0,1,1,100.0%,4,4,4,0,83.3,4,4,0,2,0,0,0,0,7,1,12.5%,202009130jax
Bobby Okereke,OkerBo00,defense,IND,0,1,1,100.0%,14,14,14,0,118.7,12,12,2,1,0,0,0,0,1,1,50.0%,202009130jax
Malik Hooker,HookMa00,defense,IND,0,1,1,100.0%,15,15,15,1,158.3,5,5,10,0,0,0,0,0,5,0,0.0%,202009130jax
T.J. Carrie,CarrTr00,defense,IND,0,1,1,100.0%,6,6,6,1,131.2,6,6,0,0,0,0,0,0,0,0,NA,202009130jax
Justin Houston,HousJu00,defense,IND,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,4,2,0,0.0%,202009130jax
Denico Autry,AutrDe00,defense,IND,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,3,2,0,0.0%,202009130jax
Al-Quadin Muhammad,MuhaAl00,defense,IND,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,NA,202009130jax
DeForest Buckner,BuckDe00,defense,IND,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,1,14.3%,202009130jax
D.J. Hayden,HaydDJ00,defense,JAX,0,6,6,100.0%,60,10,10,0,108.3,4.7,28,32,2,0,0,0,0,6,1,14.3%,202009130jax
Joe Schobert,SchoJo00,defense,JAX,0,6,6,100.0%,52,8.7,8.7,0,102.8,2.8,17,35,2,0,0,0,0,8,1,11.1%,202009130jax
C.J. Henderson,HendCJ00,defense,JAX,1,11,5,45.5%,58,11.6,5.3,0,24.1,12.6,59,-1,0,0,0,0,0,5,0,0.0%,202009130jax
Josh Jones,JoneJo06,defense,JAX,0,5,5,100.0%,76,15.2,15.2,0,118.7,-1.6,-8,84,0,0,0,0,0,12,0,0.0%,202009130jax
Myles Jack,JackMy00,defense,JAX,0,4,4,100.0%,18,4.5,4.5,0,85.4,0.5,2,16,4,0,1,1,2,11,1,8.3%,202009130jax
Tre Herndon,HernTr00,defense,JAX,0,7,4,57.1%,51,12.8,7.3,1,119.6,9.7,21,30,0,0,0,0,0,4,3,42.9%,202009130jax
Chris Claybrooks,ClayCh02,defense,JAX,0,3,3,100.0%,18,6,6,0,91.7,4.3,13,5,0,0,0,0,0,3,0,0.0%,202009130jax
Jarrod Wilson,WilsJa00,defense,JAX,0,2,2,100.0%,24,12,12,0,116.7,8.5,17,7,1,0,0,0,0,4,0,0.0%,202009130jax
K'Lavon Chaisson,ChaiKL00,defense,JAX,0,1,1,100.0%,6,6,6,0,91.7,2,2,4,2,0,0,0,0,2,0,0.0%,202009130jax
Dawuane Smoot,SmooDa00,defense,JAX,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,2,0,0,NA,202009130jax
Taven Bryan,BryaTa00,defense,JAX,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,202009130jax
Josh Allen,AlleJo03,defense,JAX,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,2,0,0.0%,202009130jax
Timmy Jernigan,JernTi00,defense,JAX,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,NA,202009130jax
Andrew Wingard,WingAn01,defense,JAX,1,1,0,0.0%,NA,NA,0,NA,0,11,NA,NA,0,0,0,0,0,2,0,0.0%,202009130jax
Leon Jacobs,JacoLe00,defense,JAX,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0.0%,202009130jax
