player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Eli Manning,MannEl00,passing,NYG,33,44,279,11,22,287,6.5,112,3.4,2.5,167,5.1,1,2.3%,7,16.3%,6,12,1,2,9,17.6%,1,1,201809160dal
Dak Prescott,PresDa01,passing,DAL,16,25,160,6,24,230,9.2,104,6.5,4.2,56,3.5,1,4.5%,3,13.6%,0,10,2,3,5,20.0%,0,NA,201809160dal
