player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Matthew Stafford,StafMa00,passing,LAR,28,38,366,17,42.5,297,7.8,217,7.8,5.7,149,5.3,1,2.8%,5,13.9%,2,14,2,5,9,22.0%,1,3,202201230tam
Tom Brady,BradTo00,passing,TAM,30,54,329,14,24.6,429,7.9,159,5.3,2.9,170,5.7,4,7.7%,11,21.2%,3,16,2,4,9,15.8%,0,NA,202201230tam
