player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Chris Thompson,ThomCh03,receiving,WAS,5,4,56,0,2,6,1.5,50,12.5,4.8,0,NA,0,0,0,113.3,201909290nyg
Paul Richardson,RichPa01,receiving,WAS,5,3,14,0,NA,4,1.3,10,3.3,7.6,0,NA,0,0,1,25,201909290nyg
Kelvin Harmon,HarmKe00,receiving,WAS,2,2,14,0,1,13,6.5,1,0.5,6.5,0,NA,0,0,0,95.8,201909290nyg
Trey Quinn,QuinTr00,receiving,WAS,4,2,10,0,1,10,5,0,0,22,0,NA,0,0,0,56.2,201909290nyg
Robert Davis,DaviRo00,receiving,WAS,2,1,11,0,1,11,11,0,0,9,0,NA,0,0,1,27.1,201909290nyg
Vernon Davis,DaviVe00,receiving,WAS,4,1,5,0,NA,4,4,1,1,8,0,NA,1,25,1,0,201909290nyg
Wendell Smallwood,SmalWe00,receiving,WAS,1,1,14,0,NA,5,5,9,9,5,0,NA,0,0,0,118.7,201909290nyg
Jeremy Sprinkle,SpriJe00,receiving,WAS,3,1,20,0,1,3,3,17,17,4.7,0,NA,0,0,1,18.1,201909290nyg
Sterling Shepard,ShepSt00,receiving,NYG,9,7,76,0,5,43,6.1,33,4.7,8.7,0,NA,0,0,2,62.3,201909290nyg
Wayne Gallman,GallWa00,receiving,NYG,7,6,55,1,3,-9,-1.5,64,10.7,1.4,1,6,0,0,0,139,201909290nyg
Evan Engram,EngrEv00,receiving,NYG,7,4,54,0,2,13,3.3,41,10.3,4.4,0,NA,0,0,0,81.8,201909290nyg
Rhett Ellison,ElliRh00,receiving,NYG,4,3,24,0,1,4,1.3,20,6.7,0.8,1,3,1,25,0,89.6,201909290nyg
Darius Slayton,SlayDa01,receiving,NYG,2,2,13,0,1,10,5,3,1.5,5,0,NA,0,0,0,93.7,201909290nyg
Bennie Fowler,FowlBe00,receiving,NYG,2,1,3,0,1,3,3,0,0,17.5,0,NA,0,0,0,56.2,201909290nyg
