player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Ronald Jones II,JoneRo01,rushing,TAM,12,51,3,16,1.3,35,2.9,2,6,201911240atl
Peyton Barber,BarbPe01,rushing,TAM,11,32,1,12,1.1,20,1.8,1,11,201911240atl
Jameis Winston,WinsJa00,rushing,TAM,8,38,2,20,2.5,18,2.3,2,4,201911240atl
T.J. Logan,LogaT.00,rushing,TAM,1,2,NA,1,1,1,1,0,NA,201911240atl
Scott Miller,MillSc01,rushing,TAM,1,-2,NA,-2,-2,0,0,0,NA,201911240atl
Dare Ogunbowale,OgunDa00,rushing,TAM,1,12,1,10,10,2,2,0,NA,201911240atl
Brian Hill,HillBr02,rushing,ATL,9,14,1,5,0.6,9,1,0,NA,201911240atl
Qadree Ollison,OlliQa00,rushing,ATL,8,20,2,11,1.4,9,1.1,0,NA,201911240atl
Calvin Ridley,RidlCa00,rushing,ATL,1,15,1,15,15,0,0,0,NA,201911240atl
Matt Ryan,RyanMa00,rushing,ATL,1,8,1,8,8,0,0,0,NA,201911240atl
