player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Amari Cooper,CoopAm00,receiving,DAL,12,9,86,0,4,65,7.2,21,2.3,9.8,0,NA,0,0,1,59.7,202009270sea
Ezekiel Elliott,ElliEz00,receiving,DAL,11,6,24,0,1,0,0,24,4,-2.5,0,NA,3,27.3,0,60,202009270sea
Michael Gallup,GallMi00,receiving,DAL,9,6,138,1,4,106,17.7,32,5.3,14.9,0,NA,1,11.1,0,146.8,202009270sea
Cedrick Wilson Jr.,WilsCe01,receiving,DAL,7,5,107,2,4,37,7.4,70,14,9.6,1,5,1,14.3,0,153.3,202009270sea
CeeDee Lamb,LambCe00,receiving,DAL,7,5,65,0,4,54,10.8,11,2.2,9.3,1,5,0,0,0,100.3,202009270sea
Dalton Schultz,SchuDa00,receiving,DAL,6,4,48,0,3,18,4.5,30,7.5,8.5,1,4,0,0,0,91,202009270sea
Noah Brown,BrowNo00,receiving,DAL,2,1,9,0,NA,9,9,0,0,14.5,0,NA,0,0,0,62.5,202009270sea
Tony Pollard,PollTo00,receiving,DAL,1,1,-5,0,NA,-3,-3,-2,-2,-3,0,NA,0,0,0,79.2,202009270sea
Blake Bell,BellBl00,receiving,DAL,1,0,0,0,NA,0,NA,0,NA,-1,0,NA,0,0,0,39.6,202009270sea
Tyler Lockett,LockTy00,receiving,SEA,13,9,100,3,6,96,10.7,4,0.4,9.9,0,NA,3,23.1,0,131.4,202009270sea
Greg Olsen,OlseGr00,receiving,SEA,6,5,61,0,4,52,10.4,9,1.8,8.8,0,NA,1,16.7,0,109,202009270sea
D.K. Metcalf,MetcDK00,receiving,SEA,8,4,110,1,2,98,24.5,12,3,21.3,0,NA,2,25,0,135.4,202009270sea
Chris Carson,CarsCh00,receiving,SEA,3,3,12,0,0,-10,-3.3,22,7.3,-3.3,1,3,0,0,0,83.3,202009270sea
Will Dissly,DissWi00,receiving,SEA,2,2,5,0,NA,3,1.5,2,1,1.5,0,NA,0,0,0,79.2,202009270sea
Carlos Hyde,HydeCa00,receiving,SEA,1,1,11,0,1,0,0,11,11,0,0,NA,0,0,0,112.5,202009270sea
Jacob Hollister,HollJa03,receiving,SEA,2,1,1,1,1,1,1,0,0,10.5,0,NA,0,0,0,95.8,202009270sea
David Moore,MoorDa03,receiving,SEA,1,1,2,0,NA,-3,-3,5,5,-3,0,NA,0,0,0,79.2,202009270sea
Freddie Swain,SwaiFr00,receiving,SEA,1,1,13,0,1,4,4,9,9,4,0,NA,0,0,0,118.7,202009270sea
Travis Homer,HomeTr00,receiving,SEA,1,0,0,0,NA,0,NA,0,NA,4,0,NA,0,0,0,39.6,202009270sea
