player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Matthew Stafford,StafMa00,passing,LAR,26,41,243,11,25.6,340,8.3,129,5,3.1,114,4.4,4,9.8%,9,22.0%,2,4,0,1,3,7.0%,0,NA,202111150sfo
Johnny Hekker,HekkJo00,passing,LAR,1,1,2,NA,NA,-4,-4,-4,-4,-4,6,6,0,0.0%,0,0.0%,0,1,0,1,1,100.0%,0,NA,202111150sfo
Jimmy Garoppolo,GaroJi00,passing,SFO,15,19,182,9,45,125,6.6,89,5.9,4.7,93,6.2,0,0.0%,2,10.5%,1,6,0,0,1,5.0%,0,NA,202111150sfo
