player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Boston Scott,ScotBo02,rushing,PHI,14,47,5,15,1.1,32,2.3,0,NA,202201020was
Jordan Howard,HowaJo00,rushing,PHI,11,26,1,8,0.7,18,1.6,0,NA,202201020was
Jalen Hurts,HurtJa00,rushing,PHI,7,44,2,33,4.7,11,1.6,0,NA,202201020was
Kenneth Gainwell,GainKe00,rushing,PHI,1,4,1,1,1,3,3,0,NA,202201020was
Jalen Reagor,ReagJa00,rushing,PHI,1,-3,NA,-3,-3,0,0,0,NA,202201020was
Jaret Patterson,PattJa01,rushing,WAS,12,57,4,26,2.2,31,2.6,0,NA,202201020was
Wendell Smallwood,SmalWe00,rushing,WAS,4,12,2,6,1.5,6,1.5,0,NA,202201020was
Taylor Heinicke,HeinTa00,rushing,WAS,2,14,1,14,7,0,0,0,NA,202201020was
Jonathan Williams,WillJo07,rushing,WAS,2,4,1,1,0.5,3,1.5,0,NA,202201020was
DeAndre Carter,CartDe02,rushing,WAS,1,6,NA,5,5,1,1,0,NA,202201020was
Dax Milne,MilnDa00,rushing,WAS,1,1,NA,1,1,0,0,0,NA,202201020was
