player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
D.J. Moore,MoorD.00,receiving,CAR,11,6,48,0,3,24,4,24,4,10.1,0,NA,0,0,0,65.7,202112190buf
Ameer Abdullah,AbduAm00,receiving,CAR,4,4,48,1,1,17,4.3,31,7.8,4.3,1,4,0,0,0,156.2,202112190buf
Robby Anderson,AndeRo04,receiving,CAR,8,3,29,0,2,24,8,5,1.7,6.5,0,NA,1,12.5,0,48.4,202112190buf
Brandon Zylstra,ZylsBr00,receiving,CAR,4,2,17,0,1,17,8.5,0,0,8.3,0,NA,0,0,0,61.5,202112190buf
Chuba Hubbard,HubbCh01,receiving,CAR,1,1,1,0,0,-7,-7,8,8,-7,0,NA,0,0,0,79.2,202112190buf
Ian Thomas,ThomIa00,receiving,CAR,1,1,5,0,NA,4,4,1,1,4,0,NA,0,0,0,87.5,202112190buf
Tommy Tremble,TremTo00,receiving,CAR,4,1,8,0,1,2,2,6,6,7.8,0,NA,0,0,0,39.6,202112190buf
Terrace Marshall Jr.,MarsTe00,receiving,CAR,1,0,0,0,NA,0,NA,0,NA,8,0,NA,0,0,1,0,202112190buf
Giovanni Ricci,RiccGi00,receiving,CAR,1,0,0,0,NA,0,NA,0,NA,17,0,NA,0,0,0,39.6,202112190buf
Willie Snead,SneaWi00,receiving,CAR,1,0,0,0,NA,0,NA,0,NA,20,0,NA,0,0,0,39.6,202112190buf
Gabriel Davis,DaviGa01,receiving,BUF,7,5,85,2,4,69,13.8,16,3.2,19.3,0,NA,0,0,0,151.8,202112190buf
Stefon Diggs,DiggSt00,receiving,BUF,7,4,35,1,2,27,6.8,8,2,10,0,NA,0,0,1,70.5,202112190buf
Dawson Knox,KnoxDa00,receiving,BUF,5,4,38,0,3,28,7,10,2.5,10.4,0,NA,0,0,0,98.3,202112190buf
Cole Beasley,BeasCo00,receiving,BUF,8,4,35,0,2,20,5,15,3.8,5.6,0,NA,0,0,0,62,202112190buf
Isaiah McKenzie,McKeIs00,receiving,BUF,2,1,7,0,1,5,5,2,2,-0.5,0,NA,1,50,0,58.3,202112190buf
Devin Singletary,SingDe00,receiving,BUF,1,1,10,0,0,2,2,8,8,2,0,NA,0,0,0,108.3,202112190buf
Tommy Sweeney,SweeTo00,receiving,BUF,1,0,0,0,NA,0,NA,0,NA,12,0,NA,1,100,0,39.6,202112190buf
