player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Alex Smith,SmitAl03,passing,WAS,19,27,178,7,23.3,226,8.4,124,6.5,4.6,54,2.8,3,11.5%,3,11.5%,3,6,0,2,5,16.1%,1,9,201811110tam
Ryan Fitzpatrick,FitzRy00,passing,TAM,29,41,406,22,51.2,431,10.5,238,8.2,5.8,168,5.8,3,7.3%,3,7.3%,2,6,1,2,5,10.4%,5,5,201811110tam
