player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,completed_air_yards_per_cmp,completed_air_yards_per_att,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Baker Mayfield,MayfBa00,passing,CLE,14,21,218,7,30.4,215,10.2,156,11.1,7.4,62,4.4,0,0.0%,4,21.1%,2,11,3,3,8,34.8%,0,NA,202111070cin
Joe Burrow,BurrJo01,passing,CIN,28,40,282,15,33.3,376,9.4,122,4.4,3.1,160,5.7,3,7.7%,2,5.1%,5,7,4,6,15,33.3%,0,NA,202111070cin
Brandon Allen,AlleBr00,passing,CIN,1,2,6,NA,NA,4,2,2,2,1,4,4,1,50.0%,0,0.0%,0,0,0,0,0,0.0%,0,NA,202111070cin
