player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Jared Goff,GoffJa00,passing,LAR,24,38,268,16,40,390,10.3,198,8.3,5.2,70,2.9,2,5.4%,7,18.9%,2,8,3,1,6,14.6%,1,7,201909220cle
Baker Mayfield,MayfBa00,passing,CLE,18,36,195,11,28.2,253,7,112,6.2,3.1,83,4.6,0,0.0%,8,24.2%,3,7,10,0,13,33.3%,0,NA,201909220cle
