player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Daniel Jones,JoneDa05,passing,NYG,15,31,161,6,18.8,290,9.4,82,5.5,2.6,79,5.3,0,0.0%,9,29.0%,1,13,3,7,11,33.3%,1,9,201910100nwe
Tom Brady,BradTo00,passing,NWE,31,41,334,17,38.6,280,6.8,174,5.6,4.2,160,5.2,1,2.4%,6,14.6%,3,7,2,2,7,15.9%,0,NA,201910100nwe
