player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Justin Jefferson,JeffJu00,receiving,MIN,12,9,133,0,6,84,9.3,49,5.4,8.7,3,3,0,0,0,110.8,202101030det
Adam Thielen,ThieAd00,receiving,MIN,5,4,57,0,3,36,9,21,5.3,8,0,NA,0,0,0,114.2,202101030det
Tyler Conklin,ConkTy00,receiving,MIN,6,3,40,0,3,21,7,19,6.3,5.5,0,NA,0,0,0,71.5,202101030det
Ameer Abdullah,AbduAm00,receiving,MIN,3,3,7,1,1,-3,-1,10,3.3,-1,0,NA,0,0,0,118.7,202101030det
Alexander Mattison,MattAl01,receiving,MIN,3,3,50,1,2,1,0.3,49,16.3,0.3,4,0.8,0,0,0,158.3,202101030det
Chad Beebe,BeebCh00,receiving,MIN,3,2,44,1,2,23,11.5,21,10.5,9.7,2,1,0,0,0,149.3,202101030det
C.J. Ham,HamxC.00,receiving,MIN,3,2,44,0,2,10,5,34,17,3.3,0,NA,1,33.3,0,109.7,202101030det
Irv Smith Jr.,SmitIr01,receiving,MIN,3,2,30,0,1,23,11.5,7,3.5,15.3,0,NA,0,0,0,99.3,202101030det
Marvin Jones,JoneMa02,receiving,DET,11,8,180,2,7,142,17.8,38,4.8,17.8,0,NA,1,9.1,1,116.5,202101030det
D'Andre Swift,SwifDA00,receiving,DET,3,3,16,0,1,-14,-4.7,30,10,-4.7,1,3,0,0,0,88.9,202101030det
T.J. Hockenson,HockTJ00,receiving,DET,3,3,25,0,1,17,5.7,8,2.7,5.7,0,NA,0,0,0,101.4,202101030det
Quintez Cephus,CephQu00,receiving,DET,3,2,51,1,2,50,25,1,0.5,30.3,0,NA,0,0,0,149.3,202101030det
Mohamed Sanu,SanuMo00,receiving,DET,6,2,13,0,0,12,6,1,0.5,20.8,0,NA,1,16.7,0,42.4,202101030det
Jesse James,JameJe00,receiving,DET,1,1,2,0,NA,-2,-2,4,4,-2,0,NA,0,0,0,79.2,202101030det
Danny Amendola,AmenDa00,receiving,DET,2,1,6,0,1,5,5,1,1,11,0,NA,0,0,0,56.2,202101030det
Kerryon Johnson,JohnKe06,receiving,DET,1,0,0,0,NA,0,NA,0,NA,-4,0,NA,0,0,0,39.6,202101030det
Hunter Bryant,BryaHu02,receiving,DET,1,0,0,0,NA,0,NA,0,NA,12,0,NA,0,0,0,39.6,202101030det
