player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Adam Thielen,ThieAd00,receiving,MIN,8,7,130,2,7,81,11.6,49,7,10.9,1,7,0,0,0,158.3,201910060nyg
Dalvin Cook,CookDa01,receiving,MIN,6,6,86,0,4,-16,-2.7,102,17,-2.7,3,2,0,0,0,118.7,201910060nyg
Olabisi Johnson,JohnOl00,receiving,MIN,4,4,43,0,1,25,6.3,18,4.5,6.3,0,NA,0,0,0,111.5,201910060nyg
Stefon Diggs,DiggSt00,receiving,MIN,4,3,44,0,2,25,8.3,19,6.3,13.3,2,1.5,0,0,0,110.4,201910060nyg
C.J. Ham,HamxC.00,receiving,MIN,1,1,-1,0,NA,-1,-1,0,0,-1,0,NA,0,0,0,79.2,201910060nyg
Kyle Rudolph,RudoKy00,receiving,MIN,1,1,4,0,NA,-3,-3,7,7,-3,0,NA,0,0,0,83.3,201910060nyg
Evan Engram,EngrEv00,receiving,NYG,11,6,42,0,2,13,2.2,29,4.8,7.5,0,NA,0,0,0,63.4,201910060nyg
Sterling Shepard,ShepSt00,receiving,NYG,9,5,49,0,3,31,6.2,18,3.6,15.4,0,NA,0,0,0,71.1,201910060nyg
Darius Slayton,SlayDa01,receiving,NYG,5,4,62,1,3,62,15.5,0,0,18.2,0,NA,0,0,0,157.9,201910060nyg
Golden Tate,TateGo00,receiving,NYG,6,3,13,0,NA,1,0.3,12,4,3.7,0,NA,0,0,1,16.7,201910060nyg
Rhett Ellison,ElliRh00,receiving,NYG,1,1,3,0,NA,2,2,1,1,2,0,NA,0,0,0,79.2,201910060nyg
Jon Hilliman,HillJo03,receiving,NYG,2,1,4,0,0,-5,-5,9,9,1,0,NA,0,0,0,56.2,201910060nyg
Elijhaa Penny,PennEl00,receiving,NYG,1,1,9,0,NA,-6,-6,15,15,-6,0,NA,0,0,0,104.2,201910060nyg
Cody Latimer,LatiCo00,receiving,NYG,1,0,0,0,NA,0,NA,0,NA,25,0,NA,0,0,0,39.6,201910060nyg
