player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,times_pressured_pct,scramble_attempts,yards_per_scramble,pfr_game_id
Luke Falk,FalkLu00,passing,NYJ,15,26,120,5,14.3,128,4.9,38,2.5,1.5,82,5.5,3,12.0%,2,8.0%,9,19,4,7,20,57.1%,0,NA,201910060phi
Carson Wentz,WentCa00,passing,PHI,17,29,189,9,30,202,7,114,6.7,3.9,75,4.4,2,7.4%,6,22.2%,1,17,1,3,5,16.1%,1,5,201910060phi
