player_name,pfr_player_id,adv_stat_category,team,tgt,rec,receiving_yards,receiving_td,receiving_fd,receiving_yards_before_catch,receiving_yards_before_catch_avg,receiving_yards_after_catch,receiving_yards_after_catch_avg,adot,receiving_broken_tackles,receiving_per_broken_tackle,receiving_drop,receiving_drop_pct,receiving_int,receiving_rat,pfr_game_id
Jonnu Smith,SmitJo01,receiving,TEN,8,6,44,0,NA,22,3.7,22,3.7,5.8,0,NA,0,0,1,47.9,201811180clt
Tajae Sharpe,SharTa00,receiving,TEN,7,5,37,1,3,27,5.4,10,2,6.4,0,NA,0,0,1,83.6,201811180clt
Anthony Firkser,FirkAn00,receiving,TEN,3,3,44,0,2,31,10.3,13,4.3,10.3,0,NA,0,0,0,118.7,201811180clt
Luke Stocker,StocLu00,receiving,TEN,3,2,16,0,1,10,5,6,3,8.7,0,NA,0,0,0,79.9,201811180clt
Corey Davis,DaviCo03,receiving,TEN,4,2,30,0,2,21,10.5,9,4.5,11.3,0,NA,0,0,0,75,201811180clt
Dion Lewis,LewiDi00,receiving,TEN,2,1,8,0,1,2,2,6,6,-1.5,0,NA,0,0,0,60.4,201811180clt
MyCole Pruitt,PruiMy00,receiving,TEN,1,1,19,0,1,19,19,0,0,19,0,NA,0,0,0,118.7,201811180clt
Cameron Batson,BatsCa00,receiving,TEN,1,1,5,0,0,-2,-2,7,7,-2,0,NA,0,0,0,87.5,201811180clt
T.Y. Hilton,HiltT.00,receiving,IND,9,9,155,2,6,110,12.2,45,5,12.2,1,9,0,0,0,158.3,201811180clt
Dontrelle Inman,InmaDo00,receiving,IND,6,4,34,1,3,24,6,10,2.5,9.2,0,NA,0,0,0,120.8,201811180clt
Jack Doyle,DoylJa00,receiving,IND,4,4,43,0,3,21,5.3,22,5.5,5.3,0,NA,0,0,0,111.5,201811180clt
Chester Rogers,RogeCh02,receiving,IND,2,2,9,0,1,-4,-2,13,6.5,-2,0,NA,0,0,0,85.4,201811180clt
Ryan Grant,GranRy01,receiving,IND,3,2,15,0,NA,5,2.5,10,5,4.7,0,NA,0,0,0,78.5,201811180clt
Nyheim Hines,HineNy00,receiving,IND,3,1,20,0,1,3,3,17,17,6.3,0,NA,1,33.3,0,57.6,201811180clt
Marlon Mack,MackMa00,receiving,IND,2,1,8,0,0,1,1,7,7,1.5,0,NA,0,0,0,60.4,201811180clt
Zach Pascal,PascZa00,receiving,IND,1,1,11,0,1,10,10,1,1,10,0,NA,0,0,0,112.5,201811180clt
Mo Alie-Cox,AlieMo00,receiving,IND,1,0,0,0,NA,0,NA,0,NA,23,0,NA,0,0,0,39.6,201811180clt
Andrew Luck,LuckAn00,receiving,IND,1,0,0,0,0,0,NA,0,NA,4,0,NA,0,0,0,39.6,201811180clt
