player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Mark Ingram,IngrMa01,rushing,HOU,6,24,1,13,2.2,11,1.8,0,NA,202110030buf
David Johnson,JohnDa08,rushing,HOU,5,21,0,9,1.8,12,2.4,1,5,202110030buf
Phillip Lindsay,LindPh00,rushing,HOU,4,-1,NA,-3,-0.8,2,0.5,0,NA,202110030buf
Jordan Akins,AkinJo00,rushing,HOU,1,3,1,0,0,3,3,0,NA,202110030buf
Rex Burkhead,BurkRe00,rushing,HOU,1,-1,NA,-1,-1,0,0,0,NA,202110030buf
Davis Mills,MillDa02,rushing,HOU,1,2,0,2,2,0,0,0,NA,202110030buf
Zack Moss,MossZa00,rushing,BUF,14,61,3,16,1.1,45,3.2,0,NA,202110030buf
Devin Singletary,SingDe00,rushing,BUF,14,79,4,29,2.1,50,3.6,1,14,202110030buf
Josh Allen,AlleJo02,rushing,BUF,6,41,2,25,4.2,16,2.7,0,NA,202110030buf
Mitchell Trubisky,TrubMi00,rushing,BUF,4,10,2,10,2.5,0,0,0,NA,202110030buf
Reggie Gilliam,GillRe00,rushing,BUF,1,1,NA,0,0,1,1,0,NA,202110030buf
Emmanuel Sanders,SandEm00,rushing,BUF,1,7,1,3,3,4,4,0,NA,202110030buf
