player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Andrew Luck,LuckAn00,passing,IND,24,35,285,15,41.7,285,8.1,158,6.6,4.5,127,5.3,1,2.9%,4,11.4%,1,9,1,1,3,7.5%,4,5,201812300oti
Blaine Gabbert,GabbBl00,passing,TEN,18,29,165,6,20.7,225,7.8,62,3.4,2.1,103,5.7,0,0.0%,5,17.2%,0,5,2,0,2,6.9%,0,NA,201812300oti
