player_name,pfr_player_id,adv_stat_category,team,completions,attempts,passing_yards,passing_first_downs,passing_first_downs_pct,intended_air_yards,intended_air_yards_per_att,completed_air_yards,cay_cmp,completed_air_yards_per_attempt,passing_yards_after_catch,passing_yards_after_catch_per_cmp,passing_drops,passing_drop_pct,passing_bad_throws,passing_bad_throw_pct,times_sacked,times_blitzed,times_hurried,times_hit,times_pressured,prss_percent,scramble_attempts,yards_per_scramble,pfr_game_id
Lamar Jackson,JackLa00,passing,BAL,17,20,324,12,57.1,224,11.2,180,10.6,9,144,8.5,1,5.3%,1,5.3%,1,9,3,0,4,19.0%,0,NA,201909080mia
Robert Griffin III,GrifRo01,passing,BAL,6,6,55,5,83.3,38,6.3,38,6.3,6.3,17,2.8,0,0.0%,0,0.0%,0,4,0,0,0,0.0%,0,NA,201909080mia
Ryan Fitzpatrick,FitzRy00,passing,MIA,14,29,185,10,32.3,402,13.9,135,9.6,4.7,50,3.6,1,3.4%,10,34.5%,2,12,6,7,15,46.9%,1,8,201909080mia
Josh Rosen,RoseJo01,passing,MIA,1,3,5,NA,NA,17,5.7,4,4,1.3,1,1,0,0.0%,0,0.0%,1,3,0,1,2,50.0%,0,NA,201909080mia
