player_name,pfr_player_id,adv_stat_category,team,carries,rushing_yards,rushing_first_downs,rushing_yards_before_contact,rushing_yards_before_contact_avg,rushing_yards_after_contact,rushing_yards_after_contact_avg,rushing_broken_tackles,att_br,pfr_game_id
Dalvin Cook,CookDa01,rushing,MIN,28,94,7,47,1.7,47,1.7,1,28,202001050nor
Alexander Mattison,MattAl01,rushing,MIN,5,20,1,13,2.6,7,1.4,0,NA,202001050nor
Kirk Cousins,CousKi00,rushing,MIN,2,-1,0,-1,-0.5,0,0,0,NA,202001050nor
Stefon Diggs,DiggSt00,rushing,MIN,2,8,0,2,1,6,3,0,NA,202001050nor
Ameer Abdullah,AbduAm00,rushing,MIN,1,9,NA,8,8,1,1,0,NA,202001050nor
C.J. Ham,HamxC.00,rushing,MIN,1,3,1,0,0,3,3,0,NA,202001050nor
Adam Thielen,ThieAd00,rushing,MIN,1,3,0,1,1,2,2,0,NA,202001050nor
Alvin Kamara,KamaAl00,rushing,NOR,7,21,1,6,0.9,15,2.1,0,NA,202001050nor
Latavius Murray,MurrLa00,rushing,NOR,5,21,1,10,2,11,2.2,0,NA,202001050nor
Taysom Hill,HillTa00,rushing,NOR,4,50,4,2,0.5,48,12,2,2,202001050nor
Drew Brees,BreeDr00,rushing,NOR,1,5,0,1,1,4,4,0,NA,202001050nor
